client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
50edc189a393c5ef17130aaf8ebbcd8a9c20e24d8b08b430fdea97e67b1e6883b26a0f9d52af493e1b59deac38c21d99e6da987c05d5cce58bb5d0381d32bcbf	common_voice_as_25114508.mp3	তুমি যি ভাল দেখা তাকে কৰা।	2	0					as	
50edc189a393c5ef17130aaf8ebbcd8a9c20e24d8b08b430fdea97e67b1e6883b26a0f9d52af493e1b59deac38c21d99e6da987c05d5cce58bb5d0381d32bcbf	common_voice_as_25114509.mp3	এক সাউদৰ দুজনী ঘৈণীয়েক আছিল।	2	0					as	
50edc189a393c5ef17130aaf8ebbcd8a9c20e24d8b08b430fdea97e67b1e6883b26a0f9d52af493e1b59deac38c21d99e6da987c05d5cce58bb5d0381d32bcbf	common_voice_as_25114510.mp3	কিন্তু মোক ভালকৈ পূজা দিব লাগিব।	2	0					as	
50fb8644fe8c0369d9a5dfcbea708c76c3c79258a497c918ef091e9591600b2098026c61b9facf7baf467c2993f0ff298b04135668ee5112fe945dc57c2e7ade	common_voice_as_27386872.mp3	সকলোৱে অনুৰোধ কৰাত, তেখেতে গান গাই শুনাইছে।	2	0					as	
50fb8644fe8c0369d9a5dfcbea708c76c3c79258a497c918ef091e9591600b2098026c61b9facf7baf467c2993f0ff298b04135668ee5112fe945dc57c2e7ade	common_voice_as_27386873.mp3	এইজন নপতা ফুকনৰ নাম হ'ল লাজ।	2	0					as	
50fb8644fe8c0369d9a5dfcbea708c76c3c79258a497c918ef091e9591600b2098026c61b9facf7baf467c2993f0ff298b04135668ee5112fe945dc57c2e7ade	common_voice_as_27386874.mp3	আমি লগ্নমতে যাৰে লগত হওক বিয়া দিবই লাগিব।	2	0					as	
50fb8644fe8c0369d9a5dfcbea708c76c3c79258a497c918ef091e9591600b2098026c61b9facf7baf467c2993f0ff298b04135668ee5112fe945dc57c2e7ade	common_voice_as_27386875.mp3	কপাহৰ বাগিচা ৰঙা নৈৰ পাৰত আছিল।	2	0					as	
50fb8644fe8c0369d9a5dfcbea708c76c3c79258a497c918ef091e9591600b2098026c61b9facf7baf467c2993f0ff298b04135668ee5112fe945dc57c2e7ade	common_voice_as_27386876.mp3	মণ্ডলৰ ঘৰৰ পৰা খবৰ আহিল, দৰা এতিয়াও ভাল হোৱা নাই।	2	0					as	
55392242f2a92683ff6d0fa235138ebdafdac198f7b1933a55e4d004a02e96a004ae93f450c24488be3cdd6521eb887371e2d5a5c5aced16b6ca32cacf7c4a52	common_voice_as_31496886.mp3	তেওঁৰ বয়স এতিয়া তেইশ বছৰ।	4	0	twenties	male	Kamrupi		as	
55392242f2a92683ff6d0fa235138ebdafdac198f7b1933a55e4d004a02e96a004ae93f450c24488be3cdd6521eb887371e2d5a5c5aced16b6ca32cacf7c4a52	common_voice_as_31496887.mp3	অলপ পাচতে গিৰগিৰাই বৰষুণ পৰিব ধৰিলে।	4	0	twenties	male	Kamrupi		as	
55392242f2a92683ff6d0fa235138ebdafdac198f7b1933a55e4d004a02e96a004ae93f450c24488be3cdd6521eb887371e2d5a5c5aced16b6ca32cacf7c4a52	common_voice_as_31496893.mp3	কাৰণ তেনে ৰচনা সেই বয়সত আমাৰ দ্বাৰায় ৰচিত হোৱাটো সম্ভৱ নাছিল।	4	0	twenties	male	Kamrupi		as	
55392242f2a92683ff6d0fa235138ebdafdac198f7b1933a55e4d004a02e96a004ae93f450c24488be3cdd6521eb887371e2d5a5c5aced16b6ca32cacf7c4a52	common_voice_as_31496894.mp3	সি চাগে তোমাৰ কথা শুনা নাই আগতে।	4	0	twenties	male	Kamrupi		as	
55392242f2a92683ff6d0fa235138ebdafdac198f7b1933a55e4d004a02e96a004ae93f450c24488be3cdd6521eb887371e2d5a5c5aced16b6ca32cacf7c4a52	common_voice_as_31496895.mp3	তেওঁৰ প্ৰধান লক্ষ্য আছিল পুতেকক অলপ সৰহীয়াকৈ খেতিৰ মাটি লৈ দিয়া।	4	0	twenties	male	Kamrupi		as	
5f9d47e4b791b14bb195cabf5d7d3ace5db39a9d541cc78a2eef6d7b21ace01497c61cc917086b35206ecdb9fd3fc39edf6b6fb7a09e803fff9fc7f5dd9c15ff	common_voice_as_24914451.mp3	যে এই মুদ্ৰা পূৰ্ব ভাৰতৰ ব্ৰঙ্গৰ শাসনকৰ্তা চন্দ্ৰকেতুৰ।	2	0	twenties	male			as	
5f9d47e4b791b14bb195cabf5d7d3ace5db39a9d541cc78a2eef6d7b21ace01497c61cc917086b35206ecdb9fd3fc39edf6b6fb7a09e803fff9fc7f5dd9c15ff	common_voice_as_24914452.mp3	পূৰ্ব্বকালত আমাৰ পূৰ্ব্বপুৰুষবিলাকে পিতৃক দেৱতুল্য সন্মান কৰিছিল।	2	0	twenties	male			as	
5f9d47e4b791b14bb195cabf5d7d3ace5db39a9d541cc78a2eef6d7b21ace01497c61cc917086b35206ecdb9fd3fc39edf6b6fb7a09e803fff9fc7f5dd9c15ff	common_voice_as_24914453.mp3	সুত নলওঁ বুলিছে যদিও শেহত কি কৰে কোনে জানে!	2	0	twenties	male			as	
5f9d47e4b791b14bb195cabf5d7d3ace5db39a9d541cc78a2eef6d7b21ace01497c61cc917086b35206ecdb9fd3fc39edf6b6fb7a09e803fff9fc7f5dd9c15ff	common_voice_as_24914454.mp3	ক'লে আৰু তোক কেতিয়াও খাবলৈ নিদিওঁ।	2	0	twenties	male			as	
5f9d47e4b791b14bb195cabf5d7d3ace5db39a9d541cc78a2eef6d7b21ace01497c61cc917086b35206ecdb9fd3fc39edf6b6fb7a09e803fff9fc7f5dd9c15ff	common_voice_as_24914455.mp3	ভূধৰ চিন্তাত নিমগ্ন হ'ল।	2	0	twenties	male			as	
cb12a7813d6ae4a453b99d7a619ff0bce7285591c1d773fcfd10a2ab42172c1608056bc23b075d3e87b61644030d60ae5306a95aedf22c90ce95057f85df03e1	common_voice_as_24917573.mp3	এনেতে এদিন ৰাতি মােৰ বােৰ টোপনিৰ অৱস্থাত এটি আচৰিত সপােন দেখিলোঁ	2	0					as	
cb12a7813d6ae4a453b99d7a619ff0bce7285591c1d773fcfd10a2ab42172c1608056bc23b075d3e87b61644030d60ae5306a95aedf22c90ce95057f85df03e1	common_voice_as_24917574.mp3	কিন্তু দুপৰীয়া হঠাৎ ডাৱৰে আকাশ ঢাকি কলা কৰি আনিলে।	2	0					as	
cb12a7813d6ae4a453b99d7a619ff0bce7285591c1d773fcfd10a2ab42172c1608056bc23b075d3e87b61644030d60ae5306a95aedf22c90ce95057f85df03e1	common_voice_as_24917575.mp3	কথাৰ আলোচনা কৰি দুই-তিনি চিলিমমান ধঁপাত উৰাই ঘৰা-ঘৰি গ'ল।	2	0					as	
cb12a7813d6ae4a453b99d7a619ff0bce7285591c1d773fcfd10a2ab42172c1608056bc23b075d3e87b61644030d60ae5306a95aedf22c90ce95057f85df03e1	common_voice_as_24917576.mp3	তেওঁৰ হাতত জমা আছে মুঠেই আঠশ টকা।	2	0					as	
cb12a7813d6ae4a453b99d7a619ff0bce7285591c1d773fcfd10a2ab42172c1608056bc23b075d3e87b61644030d60ae5306a95aedf22c90ce95057f85df03e1	common_voice_as_24917577.mp3	ৰাক্ষসে গৰুটো দেখি আনন্দ মনেৰে উঠি ধৰিবলৈ যাওঁতেই শিঙৰাই তাক বাধা দি ক'লে	2	0					as	
df6c00d7dcea90838e8b1a60b12b6d61213eb7b5d199d8c2d27b1dafa76dc7c55a2d28bd8e6c7b392acbb77c89de0955f6acff985e1f5a5ba83e34ce9ab22865	common_voice_as_23598589.mp3	আজি বেংক খোলা পামনে?	2	0					as	
df6c00d7dcea90838e8b1a60b12b6d61213eb7b5d199d8c2d27b1dafa76dc7c55a2d28bd8e6c7b392acbb77c89de0955f6acff985e1f5a5ba83e34ce9ab22865	common_voice_as_23598591.mp3	হাতো নেমেলিবি লাৱো নিছিঙিবি, ক'ৰে মগনীয়া তই।	2	0					as	
df6c00d7dcea90838e8b1a60b12b6d61213eb7b5d199d8c2d27b1dafa76dc7c55a2d28bd8e6c7b392acbb77c89de0955f6acff985e1f5a5ba83e34ce9ab22865	common_voice_as_23598593.mp3	প্লেনৰ মতে কাম কৰি গৈ থাকা।	2	0					as	
df6c00d7dcea90838e8b1a60b12b6d61213eb7b5d199d8c2d27b1dafa76dc7c55a2d28bd8e6c7b392acbb77c89de0955f6acff985e1f5a5ba83e34ce9ab22865	common_voice_as_23598597.mp3	কেইবাটাও চৰিত্ৰৰ আচল প্ৰকৃতিৰ লগতে বহু কথা উন্মোচন হোৱাৰ কথা প্ৰকাশ কৰে।	2	0					as	
df6c00d7dcea90838e8b1a60b12b6d61213eb7b5d199d8c2d27b1dafa76dc7c55a2d28bd8e6c7b392acbb77c89de0955f6acff985e1f5a5ba83e34ce9ab22865	common_voice_as_23598623.mp3	তাৰ ঘৰ তেজপুৰ নগৰৰ পৰা প্ৰায় ষোল্ল মাইল আঁতৰত আহতগুৰি গাঁৱত।	2	0					as	
f2ada5fdadadec5db85a631bc6292044c395d18f8f2d7f80e7cf40c8572e35be697b4a72bfcbeb79c82c20bfca2bfb930ca66ce7f8f0bdbcce1ae3517a32921a	common_voice_as_24142706.mp3	তাক মাৰিব পাৰিলেই আমি বক্সিচ পাম।	2	0					as	
f2ada5fdadadec5db85a631bc6292044c395d18f8f2d7f80e7cf40c8572e35be697b4a72bfcbeb79c82c20bfca2bfb930ca66ce7f8f0bdbcce1ae3517a32921a	common_voice_as_24142707.mp3	এনে কাম লেগ্ৰীৰ বাগিচাত এয়ে প্ৰথম।	2	0					as	
